DistrictName,SchoolName,Category,Subcategory,Count,Percent,TotalCount
Bridgeport School District,Bridgeport High School,Certificate,T320800 - RESIDENCY TEACHER (RENEWAL)                                 ,1,100.0%,1
Bridgeport School District,Bridgeport High School,Certificate,T320900 - RESIDENCY TEACHER (RENEWAL)                                 ,1,100.0%,1
Bridgeport School District,Bridgeport High School,Certificate,TCTE500 - CAREER AND TECHNICAL EDUCATION CONTINUING TEACHER           ,1,100.0%,1
Bridgeport School District,Bridgeport High School,Certificate,TCTE700 - CAREER AND TECHNICAL ED CONTINUING TEACHER (RENEWAL),1,100.0%,1
Bridgeport School District,Bridgeport High School,Degree,Master's Degree,1,100.0%,1
Bridgeport School District,Bridgeport High School,Gender,Male,1,100.0%,1
Bridgeport School District,Bridgeport High School,RaceEthnicity,White,1,100.0%,1
Burlington-Edison School District,Burlington Edison High School,Certificate,A310515 - RESIDENCY ADMINISTRATOR (FIRST ISSUE)                       ,1,100.0%,1
Burlington-Edison School District,Burlington Edison High School,Certificate,C260700 - SUBSTITUTE TEACHER                                          ,1,100.0%,1
Burlington-Edison School District,Burlington Edison High School,Certificate,T330800 - PROFESSIONAL TEACHER (RENEWAL)                              ,1,100.0%,1
Burlington-Edison School District,Burlington Edison High School,Certificate,TCTE700 - CAREER AND TECHNICAL ED CONTINUING TEACHER (RENEWAL),1,100.0%,1
Burlington-Edison School District,Burlington Edison High School,Degree,Master's Degree,1,100.0%,1
Burlington-Edison School District,Burlington Edison High School,Gender,Female,1,100.0%,1
Burlington-Edison School District,Burlington Edison High School,RaceEthnicity,White,1,100.0%,1
Camas School District,Camas High School,Certificate,1043700 - CONTINUING ELEMENTARY AND SECONDARY TEACHER                 ,1,25.0%,4
Camas School District,Camas High School,Certificate,C260700 - SUBSTITUTE TEACHER                                          ,1,25.0%,4
Camas School District,Camas High School,Certificate,CCTE101 - CAREER AND TECHNICAL EDUCATION PROBATIONARY TEACHER         ,1,25.0%,4
Camas School District,Camas High School,Certificate,CCTE102 - CAREER AND TECHNICAL ED PROBATIONARY TEACHER (RENEWAL),1,25.0%,4
Camas School District,Camas High School,Certificate,T320500 - RESIDENCY TEACHER                                           ,1,25.0%,4
Camas School District,Camas High School,Certificate,T320900 - RESIDENCY TEACHER (RENEWAL)                                 ,1,25.0%,4
Camas School District,Camas High School,Certificate,T330600 - PROFESSIONAL TEACHER,1,25.0%,4
Camas School District,Camas High School,Certificate,TCTE700 - CAREER AND TECHNICAL ED CONTINUING TEACHER (RENEWAL),1,25.0%,4
Camas School District,Camas High School,Degree,Bachelor's Degree,2,50.0%,4
Camas School District,Camas High School,Degree,Master's Degree,2,50.0%,4
Camas School District,Camas High School,Gender,Female,1,25.0%,4
Camas School District,Camas High School,Gender,Male,3,75.0%,4
Camas School District,Camas High School,RaceEthnicity,White,4,100.0%,4
Camas School District,Discovery High School,Certificate,C260700 - SUBSTITUTE TEACHER                                          ,1,100.0%,1
Camas School District,Discovery High School,Certificate,TCTE500 - CAREER AND TECHNICAL EDUCATION CONTINUING TEACHER           ,1,100.0%,1
Camas School District,Discovery High School,Degree,Master's Degree,1,100.0%,1
Camas School District,Discovery High School,Gender,Female,1,100.0%,1
Camas School District,Discovery High School,RaceEthnicity,White,1,100.0%,1
Cape Flattery School District,Clallam Bay High & Elementary,Certificate,ACTE300 - INITIAL CAREER AND TECHNICAL EDUCATION DIRECTOR,1,100.0%,1
Cape Flattery School District,Clallam Bay High & Elementary,Certificate,C260700 - SUBSTITUTE TEACHER                                          ,1,100.0%,1
Cape Flattery School District,Clallam Bay High & Elementary,Certificate,ECTE300 - CTE Initial Career Guidance Specialist,1,100.0%,1
Cape Flattery School District,Clallam Bay High & Elementary,Certificate,TCTE500 - CAREER AND TECHNICAL EDUCATION CONTINUING TEACHER           ,1,100.0%,1
Cape Flattery School District,Clallam Bay High & Elementary,Degree,Master's Degree,1,100.0%,1
Cape Flattery School District,Clallam Bay High & Elementary,Gender,Female,1,100.0%,1
Cape Flattery School District,Clallam Bay High & Elementary,RaceEthnicity,White,1,100.0%,1
Cascade School District,Cascade High School,Certificate,TCTE700 - CAREER AND TECHNICAL ED CONTINUING TEACHER (RENEWAL),1,100.0%,1
Cascade School District,Cascade High School,Degree,Other/Non Degreed,1,100.0%,1
Cascade School District,Cascade High School,Gender,Female,1,100.0%,1
Cascade School District,Cascade High School,RaceEthnicity,White,1,100.0%,1
Central Kitsap School District,Barker Creek Community School,Certificate,C260700 - SUBSTITUTE TEACHER                                          ,3,100.0%,3
Central Kitsap School District,Barker Creek Community School,Certificate,T230700 - CONTINUING TEACHER                                          ,1,33.3%,3
Central Kitsap School District,Barker Creek Community School,Certificate,T310500 - RESIDENCY TEACHER (PROVISIONAL STATUS)                      ,1,33.3%,3
Central Kitsap School District,Barker Creek Community School,Certificate,T330600 - PROFESSIONAL TEACHER,1,33.3%,3
Central Kitsap School District,Barker Creek Community School,Certificate,T330900 - PROFESSIONAL TEACHER (RENEWAL),1,33.3%,3
Central Kitsap School District,Barker Creek Community School,Certificate,TCTE500 - CAREER AND TECHNICAL EDUCATION CONTINUING TEACHER           ,1,33.3%,3
Central Kitsap School District,Barker Creek Community School,Certificate,TCTE700 - CAREER AND TECHNICAL ED CONTINUING TEACHER (RENEWAL),1,33.3%,3
Central Kitsap School District,Barker Creek Community School,Degree,Bachelor's Degree,1,33.3%,3
Central Kitsap School District,Barker Creek Community School,Degree,Master's Degree,2,66.7%,3
Central Kitsap School District,Barker Creek Community School,Gender,Female,1,33.3%,3
Central Kitsap School District,Barker Creek Community School,Gender,Male,2,66.7%,3
Central Kitsap School District,Barker Creek Community School,RaceEthnicity,White,3,100.0%,3
Central Kitsap School District,Central Kitsap High School,Certificate,TCTE700 - CAREER AND TECHNICAL ED CONTINUING TEACHER (RENEWAL),1,100.0%,1
Central Kitsap School District,Central Kitsap High School,Degree,Other/Non Degreed,1,100.0%,1
Central Kitsap School District,Central Kitsap High School,Gender,Male,1,100.0%,1
Central Kitsap School District,Central Kitsap High School,RaceEthnicity,White,1,100.0%,1
Central Kitsap School District,Central Kitsap Middle School,Certificate,CCTE205 - CAREER AND TECHNICAL ED CONDITIONAL TEACHER (RENEWAL),2,100.0%,2
Central Kitsap School District,Central Kitsap Middle School,Certificate,T320900 - RESIDENCY TEACHER (RENEWAL)                                 ,1,50.0%,2
Central Kitsap School District,Central Kitsap Middle School,Certificate,T330800 - PROFESSIONAL TEACHER (RENEWAL)                              ,1,50.0%,2
Central Kitsap School District,Central Kitsap Middle School,Degree,Master's Degree,2,100.0%,2
Central Kitsap School District,Central Kitsap Middle School,Gender,Female,1,50.0%,2
Central Kitsap School District,Central Kitsap Middle School,Gender,Male,1,50.0%,2
Central Kitsap School District,Central Kitsap Middle School,RaceEthnicity,White,2,100.0%,2
Central Kitsap School District,Fairview Middle School,Certificate,C260700 - SUBSTITUTE TEACHER                                          ,1,100.0%,1
Central Kitsap School District,Fairview Middle School,Certificate,T310600 - RESIDENCY TEACHER (FIRST ISSUE)                             ,1,100.0%,1
Central Kitsap School District,Fairview Middle School,Degree,Bachelor's Degree,1,100.0%,1
Central Kitsap School District,Fairview Middle School,Gender,Male,1,100.0%,1
Central Kitsap School District,Fairview Middle School,RaceEthnicity,White,1,100.0%,1
Central Kitsap School District,Olympic High School,Certificate,TCTE700 - CAREER AND TECHNICAL ED CONTINUING TEACHER (RENEWAL),1,100.0%,1
Central Kitsap School District,Olympic High School,Degree,Other/Non Degreed,1,100.0%,1
Central Kitsap School District,Olympic High School,Gender,Male,1,100.0%,1
Central Kitsap School District,Olympic High School,RaceEthnicity,White,1,100.0%,1
Central Kitsap School District,Ridgetop Middle School,Certificate,C270700 - EMERGENCY SUBSTITUTE TEACHER                                ,1,50.0%,2
Central Kitsap School District,Ridgetop Middle School,Certificate,T320500 - RESIDENCY TEACHER                                           ,1,50.0%,2
Central Kitsap School District,Ridgetop Middle School,Degree,Master's Degree,1,50.0%,2
Central Kitsap School District,Ridgetop Middle School,Degree,Other/Non Degreed,1,50.0%,2
Central Kitsap School District,Ridgetop Middle School,Gender,Female,2,100.0%,2
Central Kitsap School District,Ridgetop Middle School,RaceEthnicity,Two or more races,1,50.0%,2
Central Kitsap School District,Ridgetop Middle School,RaceEthnicity,White,1,50.0%,2
Central Valley School District,Central Valley High School,Certificate,C260700 - SUBSTITUTE TEACHER                                          ,1,100.0%,1
Central Valley School District,Central Valley High School,Certificate,T330800 - PROFESSIONAL TEACHER (RENEWAL)                              ,1,100.0%,1
Central Valley School District,Central Valley High School,Certificate,TCTE700 - CAREER AND TECHNICAL ED CONTINUING TEACHER (RENEWAL),1,100.0%,1
Central Valley School District,Central Valley High School,Degree,Master's Degree,1,100.0%,1
Central Valley School District,Central Valley High School,Gender,Male,1,100.0%,1
Central Valley School District,Central Valley High School,RaceEthnicity,White,1,100.0%,1
Central Valley School District,Spokane Valley Tech Skills Center,Certificate,T320500 - RESIDENCY TEACHER                                           ,1,100.0%,1
Central Valley School District,Spokane Valley Tech Skills Center,Certificate,T320900 - RESIDENCY TEACHER (RENEWAL)                                 ,1,100.0%,1
Central Valley School District,Spokane Valley Tech Skills Center,Certificate,TCTE100 - CAREER AND TECHNICAL EDUCATION INITIAL TEACHER              ,1,100.0%,1
Central Valley School District,Spokane Valley Tech Skills Center,Certificate,TCTE300 - CAREER AND TECHNICAL ED INITIAL TEACHER (RENEWAL),1,100.0%,1
Central Valley School District,Spokane Valley Tech Skills Center,Degree,Master's Degree,1,100.0%,1
Central Valley School District,Spokane Valley Tech Skills Center,Gender,Female,1,100.0%,1
Central Valley School District,Spokane Valley Tech Skills Center,RaceEthnicity,Black/ African American,1,100.0%,1
Central Valley School District,Stem Academy at SVT,Certificate,T320500 - RESIDENCY TEACHER                                           ,1,100.0%,1
Central Valley School District,Stem Academy at SVT,Certificate,T320900 - RESIDENCY TEACHER (RENEWAL)                                 ,1,100.0%,1
Central Valley School District,Stem Academy at SVT,Certificate,TCTE100 - CAREER AND TECHNICAL EDUCATION INITIAL TEACHER              ,1,100.0%,1
Central Valley School District,Stem Academy at SVT,Certificate,TCTE300 - CAREER AND TECHNICAL ED INITIAL TEACHER (RENEWAL),1,100.0%,1
Central Valley School District,Stem Academy at SVT,Degree,Master's Degree,1,100.0%,1
Central Valley School District,Stem Academy at SVT,Gender,Female,1,100.0%,1
Central Valley School District,Stem Academy at SVT,RaceEthnicity,Black/ African American,1,100.0%,1
Central Valley School District,University High School,Certificate,C260700 - SUBSTITUTE TEACHER                                          ,1,100.0%,1
Central Valley School District,University High School,Certificate,T330800 - PROFESSIONAL TEACHER (RENEWAL)                              ,1,100.0%,1
Central Valley School District,University High School,Certificate,TCTE100 - CAREER AND TECHNICAL EDUCATION INITIAL TEACHER              ,1,100.0%,1
Central Valley School District,University High School,Degree,Master's Degree,1,100.0%,1
Central Valley School District,University High School,Gender,Male,1,100.0%,1
Central Valley School District,University High School,RaceEthnicity,White,1,100.0%,1
Centralia School District,Centralia High School,Certificate,A310515 - RESIDENCY ADMINISTRATOR (FIRST ISSUE)                       ,1,100.0%,1
Centralia School District,Centralia High School,Certificate,ACTE200 - CAREER AND TECHNICAL EDUCATION DIRECTOR                     ,1,100.0%,1
Centralia School District,Centralia High School,Certificate,T230700 - CONTINUING TEACHER                                          ,1,100.0%,1
Centralia School District,Centralia High School,Certificate,TCTE700 - CAREER AND TECHNICAL ED CONTINUING TEACHER (RENEWAL),1,100.0%,1
Centralia School District,Centralia High School,Degree,Master's Degree,1,100.0%,1
Centralia School District,Centralia High School,Gender,Male,1,100.0%,1
Centralia School District,Centralia High School,RaceEthnicity,White,1,100.0%,1
Chehalis School District,W F West High School,Certificate,T230700 - CONTINUING TEACHER                                          ,1,100.0%,1
Chehalis School District,W F West High School,Degree,Master's Degree,1,100.0%,1
Chehalis School District,W F West High School,Gender,Male,1,100.0%,1
Chehalis School District,W F West High School,RaceEthnicity,White,1,100.0%,1
Cheney School District,Cheney High School,Certificate,ACTE200 - CAREER AND TECHNICAL EDUCATION DIRECTOR                     ,1,50.0%,2
Cheney School District,Cheney High School,Certificate,ACTE400 - INITIAL CAREER AND TECHNICAL EDUCATION DIRECTOR (RENEWAL),1,50.0%,2
Cheney School District,Cheney High School,Certificate,T230700 - CONTINUING TEACHER                                          ,1,50.0%,2
Cheney School District,Cheney High School,Certificate,T320900 - RESIDENCY TEACHER (RENEWAL)                                 ,1,50.0%,2
Cheney School District,Cheney High School,Certificate,TCTE500 - CAREER AND TECHNICAL EDUCATION CONTINUING TEACHER           ,1,50.0%,2
Cheney School District,Cheney High School,Certificate,TCTE700 - CAREER AND TECHNICAL ED CONTINUING TEACHER (RENEWAL),1,50.0%,2
Cheney School District,Cheney High School,Degree,Master's Degree,2,100.0%,2
Cheney School District,Cheney High School,Gender,Female,1,50.0%,2
Cheney School District,Cheney High School,Gender,Male,1,50.0%,2
Cheney School District,Cheney High School,RaceEthnicity,White,2,100.0%,2
Cheney School District,Cheney Middle School,Certificate,C260700 - SUBSTITUTE TEACHER                                          ,1,50.0%,2
Cheney School District,Cheney Middle School,Certificate,CCTE203 - CAREER AND TECHNICAL EDUCATION CONDITIONAL TEACHER          ,1,50.0%,2
Cheney School District,Cheney Middle School,Certificate,CCTE205 - CAREER AND TECHNICAL ED CONDITIONAL TEACHER (RENEWAL),1,50.0%,2
Cheney School District,Cheney Middle School,Certificate,T230700 - CONTINUING TEACHER                                          ,1,50.0%,2
Cheney School District,Cheney Middle School,Certificate,T320900 - RESIDENCY TEACHER (RENEWAL)                                 ,1,50.0%,2
