ESDCode,ESDName,DistrictCode,DistrictName,AddressLine1,AddressLine2,City,State,Zipcode,AdministratorName,Phone,Email,Latitude,Longitude,"Accuracy Score","Accuracy Type",Number,Street,"Unit Type","Unit Number",City,State,County,Zip,Country,Source,"Congressional District",Congress,"State Legislative District House Name","State Legislative District House Number","State Legislative District House OCD id","State Legislative District House Proportion","State Legislative District Senate Name","State Legislative District Senate Number","State Legislative District Senate OCD id","State Legislative District Senate Proportion"
29801,"Northwest Educational Service District 189",28010,"Shaw Island School District","PO BOX 426",,"SHAW ISLAND",Washington,98286-0426,"Kari  McVeigh",(360)468-2570,kmcveigh@shaw.k12.wa.us,48.557824,-122.983742,0.5,place,426,"PO Box",,,"Shaw Island",WA,"San Juan County",98286,US,"TIGER/Line® dataset from the US Census Bureau",WA2,118th,"Legislative District 40",40,ocd-division/country:us/state:wa/sldl:40,1,"Legislative District 40",40,ocd-division/country:us/state:wa/sldu:40,1
34801,"Capital Region ESD 113",23309,"Shelton School District","700 S 1ST ST",,SHELTON,Washington,98584-3602,"Wyeth  Jessee",(360)426-1687,wjessee@sheltonschools.org,47.207805,-123.100531,1,rooftop,700,"S 1st St",,,Shelton,WA,"Mason County",98584,US,Mason,WA6,118th,"Legislative District 35",35,ocd-division/country:us/state:wa/sldl:35,1,"Legislative District 35",35,ocd-division/country:us/state:wa/sldu:35,1
17801,"Puget Sound Educational Service District 121",17412,"Shoreline School District","18560 1ST AVE NE",,SHORELINE,Washington,98155-2118,"Susana  Reyes",(206)393-4203,susana.reyes@shorelineschools.org,47.767486,-122.329261,1,rooftop,18560,"1st Ave NE",,,Shoreline,WA,"King County",98155,US,"City of Seattle",WA7,118th,"Legislative District 32",32,ocd-division/country:us/state:wa/sldl:32,1,"Legislative District 32",32,ocd-division/country:us/state:wa/sldu:32,1
06801,"Educational Service District 112",30002,"Skamania School District","122 BUTLER LOOP RD",,SKAMANIA,Washington,98648-6021,"Milt  Dennison",(509)427-8239,mdennison@skamania.k12.wa.us,45.623623,-122.050943,1,rooftop,122,"Butler Loop Rd",,,Stevenson,WA,"Skamania County",98648,US,Skamania,WA3,118th,"Legislative District 17",17,ocd-division/country:us/state:wa/sldl:17,1,"Legislative District 17",17,ocd-division/country:us/state:wa/sldu:17,1
17801,"Puget Sound Educational Service District 121",17404,"Skykomish School District","PO BOX 325",,SKYKOMISH,Washington,98288-0325,"  ",,,47.70927,-121.3601,0.5,place,325,"PO Box",,,Skykomish,WA,"King County",98288,US,"TIGER/Line® dataset from the US Census Bureau",WA8,118th,"Legislative District 12",12,ocd-division/country:us/state:wa/sldl:12,1,"Legislative District 12",12,ocd-division/country:us/state:wa/sldu:12,1
29801,"Northwest Educational Service District 189",31201,"Snohomish School District","1601 AVENUE D",,SNOHOMISH,Washington,98290-1799,"Kent  Kultgen",(360)563-7280,Kent.Kultgen@sno.wednet.edu,47.931846,-122.098396,0.95,rooftop,1601,"Ave D",,,Snohomish,WA,"Snohomish County",98290,US,"Snohomish County",WA1,118th,"Legislative District 44",44,ocd-division/country:us/state:wa/sldl:44,1,"Legislative District 44",44,ocd-division/country:us/state:wa/sldu:44,1
17801,"Puget Sound Educational Service District 121",17410,"Snoqualmie Valley School District","PO BOX 400",,SNOQUALMIE,Washington,98065-0400,"Daniel T Schlotfeldt",(425)831-8018,schlotfeldtd@svsd410.org,47.534473,-121.816158,0.5,place,400,"PO Box",,,Snoqualmie,WA,"King County",98065,US,"TIGER/Line® dataset from the US Census Bureau",WA8,118th,"Legislative District 5",5,ocd-division/country:us/state:wa/sldl:5,0.168,"Legislative District 5",5,ocd-division/country:us/state:wa/sldu:5,0.168
04801,"North Central Educational Service District 171",13156,"Soap Lake School District","410 GINKGO ST S",,"SOAP LAKE",Washington,98851-0158,"Kimberly  Casey",(509)246-1822,kcasey@slschools.org,47.384954,-119.497407,0.9,rooftop,410,"Gingko St S",,,"Soap Lake",WA,"Grant County",98851,US,"Statewide WA",WA4,118th,"Legislative District 7",7,ocd-division/country:us/state:wa/sldl:7,1,"Legislative District 7",7,ocd-division/country:us/state:wa/sldu:7,1
34801,"Capital Region ESD 113",25118,"South Bend School District","PO BOX 437",,"SOUTH BEND",Washington,98586-0437,"Jon  Tienhaara",(360)875-6041,jtienhaa@southbendschools.org,46.588006,-123.834262,0.5,place,437,"PO Box",,,"South Bend",WA,"Pacific County",98586,US,"TIGER/Line® dataset from the US Census Bureau",WA3,118th,"Legislative District 19",19,ocd-division/country:us/state:wa/sldl:19,1,"Legislative District 19",19,ocd-division/country:us/state:wa/sldu:19,1
18801,"Olympic Educational Service District 114",18402,"South Kitsap School District","2689 HOOVER AVE SE",,"PORT ORCHARD",Washington,98366-3013,"Tim  Winter",(360)874-7000,winter@skschools.org,47.523676,-122.626396,1,rooftop,2689,"Hoover Ave SE",,,"Port Orchard",WA,"Kitsap County",98366,US,"Statewide WA",WA6,118th,"Legislative District 26",26,ocd-division/country:us/state:wa/sldl:26,1,"Legislative District 26",26,ocd-division/country:us/state:wa/sldu:26,1
29801,"Northwest Educational Service District 189",15206,"South Whidbey School District","5520 Maxwelton Road",,Langley,Washington,98260,"Josephine  Moccia","(360)221-6808 Ext.2221",jmoccia@sw.wednet.edu,48.008508,-122.41208,1,rooftop,5520,"Maxwelton Rd",,,Langley,WA,"Island County",98260,US,Island,WA2,118th,"Legislative District 10",10,ocd-division/country:us/state:wa/sldl:10,1,"Legislative District 10",10,ocd-division/country:us/state:wa/sldu:10,1
34801,"Capital Region ESD 113",23042,"Southside School District","161 SE COLLIER RD",,SHELTON,Washington,98584-8367,"Paul  Wieneke",(360)426-8437,pwieneke@southsideschool.org,47.199501,-123.055779,1,rooftop,161,"SE Collier Rd",,,Shelton,WA,"Mason County",98584,US,Mason,WA6,118th,"Legislative District 35",35,ocd-division/country:us/state:wa/sldl:35,1,"Legislative District 35",35,ocd-division/country:us/state:wa/sldu:35,1
34950,"Washington State Charter School Commission",32901,"Spokane International Academy","777 E Magnesium Rd",,Spokane,Washington,99208,"Morgen  Flowers",(509)209-8730,flowers@spokaneintlacademy.org,47.738352,-117.397767,1,rooftop,777,"E Magnesium Rd",,,Spokane,WA,"Spokane County",99208,US,"Spokane (Spokane County CC BY-NC-SA 4.0)",WA5,118th,"Legislative District 6",6,ocd-division/country:us/state:wa/sldl:6,1,"Legislative District 6",6,ocd-division/country:us/state:wa/sldu:6,1
32801,"Educational Service District 101",32081,"Spokane School District","200 N BERNARD ST",,SPOKANE,Washington,99201-0282,"Adam  Swinyard",(509)354-7364,AdamSw@SpokaneSchools.org,47.659375,-117.415605,1,rooftop,200,"N Bernard St",,,Spokane,WA,"Spokane County",99201,US,"City of Spokane (City of Spokane)",WA5,118th,"Legislative District 3",3,ocd-division/country:us/state:wa/sldl:3,1,"Legislative District 3",3,ocd-division/country:us/state:wa/sldu:3,1
32801,"Educational Service District 101",22008,"Sprague School District","PO BOX 305",,SPRAGUE,Washington,99032-0305,"Raymond  Leaver",(509)257-2591,rleaver@sprague.wednet.edu,47.299844,-117.977732,0.5,place,305,"PO Box",,,Sprague,WA,"Lincoln County",99032,US,"TIGER/Line® dataset from the US Census Bureau",WA5,118th,"Legislative District 9",9,ocd-division/country:us/state:wa/sldl:9,1,"Legislative District 9",9,ocd-division/country:us/state:wa/sldu:9,1
32801,"Educational Service District 101",38322,"St. John School District","301 W NOB HL",,"SAINT JOHN",Washington,99171-0058,"Mark  Jacobson",(509)648-3336,mjacobson@sjeschools.org,47.086954,-117.586573,1,rooftop,301,"W Nob Hill St",,,"Saint John",WA,"Whitman County",99171,US,Whitman,WA5,118th,"Legislative District 9",9,ocd-division/country:us/state:wa/sldl:9,1,"Legislative District 9",9,ocd-division/country:us/state:wa/sldu:9,1
29801,"Northwest Educational Service District 189",31401,"Stanwood-Camano School District","26920 Pioneer Highway",,Stanwood,Washington,98292-9548,"Deborah  Rumbaugh",(360)629-1222,drumbaugh@stanwood.wednet.edu,48.240852,-122.345502,1,rooftop,26920,"Pioneer Hwy",,,Stanwood,WA,"Snohomish County",98292,US,"Snohomish County",WA2,118th,"Legislative District 10",10,ocd-division/country:us/state:wa/sldl:10,1,"Legislative District 10",10,ocd-division/country:us/state:wa/sldu:10,1
11801,"Educational Service District 123",11054,"Star School District No. 054","P. O. Box 5025",,Pasco,Washington,99302,"  ",,,46.234957,-119.094271,1,place,,,,,Pasco,WA,"Franklin County",99302,US,"TIGER/Line® dataset from the US Census Bureau",WA4,118th,"Legislative District 15",15,ocd-division/country:us/state:wa/sldl:15,1,"Legislative District 15",15,ocd-division/country:us/state:wa/sldu:15,1
11801,"Educational Service District 123",07035,"Starbuck School District","PO BOX 188",,STARBUCK,Washington,99359-0188,"Mark  Pickel",(509)399-2381,mpickel@starbuck.k12.wa.us,46.512828,-118.10237,0.5,place,188,"PO Box",,,Starbuck,WA,"Columbia County",99359,US,"TIGER/Line® dataset from the US Census Bureau",WA5,118th,"Legislative District 9",9,ocd-division/country:us/state:wa/sldl:9,1,"Legislative District 9",9,ocd-division/country:us/state:wa/sldu:9,1
04801,"North Central Educational Service District 171",04069,"Stehekin School District","PO BOX 37",,STEHEKIN,Washington,98852-0037,"Michelle  Price",(509)665-2628,michellep@ncesd.org,48.3093,-120.65649,0.5,place,37,"PO Box",,,Stehekin,WA,"Chelan County",98852,US,"TIGER/Line® dataset from the US Census Bureau",WA8,118th,"Legislative District 12",12,ocd-division/country:us/state:wa/sldl:12,1,"Legislative District 12",12,ocd-division/country:us/state:wa/sldu:12,1
17801,"Puget Sound Educational Service District 121",27001,"Steilacoom Hist. School District","511 CHAMBERS ST",,STEILACOOM,Washington,98388-3311,"Kathi  Weight",(253)983-2200,kweight@steilacoom.k12.wa.us,47.168803,-122.598559,1,rooftop,511,"Chambers St",,,Steilacoom,WA,"Pierce County",98388,US,Pierce,WA10,118th,"Legislative District 28",28,ocd-division/country:us/state:wa/sldl:28,1,"Legislative District 28",28,ocd-division/country:us/state:wa/sldu:28,1
32801,"Educational Service District 101",38304,"Steptoe School District","PO BOX 138",,Steptoe,Washington,99174-3138,"Eric D Patton",(509)397-3119,ericp@steptoe.k12.wa.us,47.006,-117.35602,0.5,place,138,"PO Box",,,Steptoe,WA,"Whitman County",99174,US,"TIGER/Line® dataset from the US Census Bureau",WA5,118th,"Legislative District 9",9,ocd-division/country:us/state:wa/sldl:9,1,"Legislative District 9",9,ocd-division/country:us/state:wa/sldu:9,1
06801,"Educational Service District 112",30303,"Stevenson-Carson School District","PO BOX 850",,STEVENSON,Washington,98648-0850,"Ingrid  Colvard",(509)427-5674,colvardi@scsd303.org,45.673707,-121.912581,0.5,place,850,"PO Box",,,Stevenson,WA,"Skamania County",98648,US,"TIGER/Line® dataset from the US Census Bureau",WA3,118th,"Legislative District 17",17,ocd-division/country:us/state:wa/sldl:17,1,"Legislative District 17",17,ocd-division/country:us/state:wa/sldu:17,1
29801,"Northwest Educational Service District 189",31311,"Sultan School District","514 4th Street",,SULTAN,Washington,98294-9474,"Dan  Chaplik",(360)793-9800,dan.chaplik@sultan.k12.wa.us,47.8664,-121.816045,1,rooftop,514,"4th St",,,Sultan,WA,"Snohomish County",98294,US,"Snohomish County",WA8,118th,"Legislative District 12",12,ocd-division/country:us/state:wa/sldl:12,1,"Legislative District 12",12,ocd-division/country:us/state:wa/sldu:12,1
34950,"Washington State Charter School Commission",17905,"Summit Public School: Atlas","9601 35th Ave SW",,Seattle,Washington,98104,"Cady  Ching",(650)753-9713,cching@summitps.org,47.517085,-122.377974,0.96,rooftop,9601,"35th Ave SW",,,Seattle,WA,"King County",98126,US,"City of Seattle",WA7,118th,"Legislative District 34",34,ocd-division/country:us/state:wa/sldl:34,1,"Legislative District 34",34,ocd-division/country:us/state:wa/sldu:34,1
34950,"Washington State Charter School Commission",27905,"Summit Public School: Olympus","409 Puyallup Avenue",,Tacoma,Washington,98421,"Cady  Ching",(650)753-9713,cching@summitps.org,47.241073,-122.429159,1,rooftop,409,"Puyallup Ave",,,Tacoma,WA,"Pierce County",98421,US,"City of Tacoma",WA6,118th,"Legislative District 27",27,ocd-division/country:us/state:wa/sldl:27,1,"Legislative District 27",27,ocd-division/country:us/state:wa/sldu:27,1
34950,"Washington State Charter School Commission",17902,"Summit Public School: Sierra","1025 S King Street",,Seattle,Washington,98104,"Cady  Ching",(650)753-9713,cching@summitps.org,47.59777,-122.318396,1,rooftop,1025,"S King St",,,Seattle,WA,"King County",98104,US,"City of Seattle",WA9,118th,"Legislative District 37",37,ocd-division/country:us/state:wa/sldl:37,1,"Legislative District 37",37,ocd-division/country:us/state:wa/sldu:37,1
32801,"Educational Service District 101",33202,"Summit Valley School District","2360 ADDY GIFFORD RD",,ADDY,Washington,99101-9703,"Kristina  Allen",(509)935-6362,kallen@svalley.k12.wa.us,48.306879,-117.976363,0.99,rooftop,"2360 A","Addy Gifford Rd",,,Addy,WA,"Stevens County",99101,US,Stevens,WA5,118th,"Legislative District 7",7,ocd-division/country:us/state:wa/sldl:7,1,"Legislative District 7",7,ocd-division/country:us/state:wa/sldu:7,1
17801,"Puget Sound Educational Service District 121",27320,"Sumner-Bonney Lake School District","1202 WOOD AVE",,SUMNER,Washington,98390-1933,"Laurie  Dent",(253)891-6080,laurie_Dent@sumnersd.org,47.204887,-122.237924,1,rooftop,1202,"Wood Ave",,,Sumner,WA,"Pierce County",98390,US,Pierce,WA10,118th,"Legislative District 31",31,ocd-division/country:us/state:wa/sldl:31,1,"Legislative District 31",31,ocd-division/country:us/state:wa/sldu:31,1
39801,"Educational Service District 105",39201,"Sunnyside School District","1110 S 6th St",,SUNNYSIDE,Washington,98944-2197,"Ryan  Maxwell",(509)837-5851,ryan.maxwell@sunnysideschools.org,46.317412,-120.011673,1,rooftop,1110,"S 6th St",,,Sunnyside,WA,"Yakima County",98944,US,Yakima,WA4,118th,"Legislative District 15",15,ocd-division/country:us/state:wa/sldl:15,1,"Legislative District 15",15,ocd-division/country:us/state:wa/sldu:15,1
OSPI,"Office of Superintendent of Public Instruction",18902,"Suquamish Tribal Education Department","16301 Creative Dr NW",,Poulsbo,Washington,98370,"Brenda  Guerrero",(360)394-8460,bguerrero@suquamish.nsn.us,47.710959,-122.604151,1,rooftop,16301,"Creative Dr",,,Poulsbo,WA,"Kitsap County",98370,US,Kitsap,WA6,118th,"Legislative District 23",23,ocd-division/country:us/state:wa/sldl:23,1,"Legislative District 23",23,ocd-division/country:us/state:wa/sldu:23,1
17801,"Puget Sound Educational Service District 121",27010,"Tacoma School District","PO BOX 1357",,TACOMA,Washington,98401-1357,"Joshua  Garcia",(253)571-1010,jgarcia2@tacoma.k12.wa.us,47.250158,-122.43903,0.5,place,1357,"PO Box",,,Tacoma,WA,"Pierce County",98401,US,"TIGER/Line® dataset from the US Census Bureau",WA6,118th,"Legislative District 27",27,ocd-division/country:us/state:wa/sldl:27,1,"Legislative District 27",27,ocd-division/country:us/state:wa/sldu:27,1
34801,"Capital Region ESD 113",14077,"Taholah School District","PO BOX 249",,TAHOLAH,Washington,98587-0249,"Jon  Claymore",(360)276-4780,jclaymore@taholah.org,47.3374,-124.27877,0.5,place,249,"PO Box",,,Taholah,WA,"Grays Harbor County",98587,US,"TIGER/Line® dataset from the US Census Bureau",WA6,118th,"Legislative District 24",24,ocd-division/country:us/state:wa/sldl:24,1,"Legislative District 24",24,ocd-division/country:us/state:wa/sldu:24,1
17801,"Puget Sound Educational Service District 121",17409,"Tahoma School District","25720 MAPLE VALLEY BLK DIAM RD",,"MAPLE VALLEY",Washington,98038-8313,"  ",,,47.677609,-121.995688,0.46,nearest_rooftop_match,25708,"NE 85th St",,,Redmond,WA,"King County",98053,US,King,WA8,118th,"Legislative District 45",45,ocd-division/country:us/state:wa/sldl:45,1,"Legislative District 45",45,ocd-division/country:us/state:wa/sldu:45,1
32801,"Educational Service District 101",38265,"Tekoa School District","PO BOX 869",,TEKOA,Washington,99033-0869,"Michael  Jones",(509)284-3281,mjones@tekoasd.org,47.226641,-117.096157,0.5,place,869,"PO Box",,,Tekoa,WA,"Whitman County",99033,US,"TIGER/Line® dataset from the US Census Bureau",WA5,118th,"Legislative District 9",9,ocd-division/country:us/state:wa/sldl:9,0.981,"Legislative District 9",9,ocd-division/country:us/state:wa/sldu:9,0.981
34801,"Capital Region ESD 113",34402,"Tenino School District","PO BOX 4024",,TENINO,Washington,98589-4024,"CLINTON  ENDICOTT",(360)264-3421,Endicottc@tenino.k12.wa.us,46.84275,-122.849451,0.5,place,4024,"PO Box",,,Tenino,WA,"Thurston County",98589,US,"TIGER/Line® dataset from the US Census Bureau",WA3,118th,"Legislative District 20",20,ocd-division/country:us/state:wa/sldl:20,0.591,"Legislative District 20",20,ocd-division/country:us/state:wa/sldu:20,0.591
39801,"Educational Service District 105",19400,"Thorp School District","PO BOX 150",,THORP,Washington,98946-0150,"Andrew  Perkins",(509)964-2107,perkinsa@THORPSCHOOLS.ORG,47.06535,-120.67063,0.5,place,150,"PO Box",,,Thorp,WA,"Kittitas County",98946,US,"TIGER/Line® dataset from the US Census Bureau",WA8,118th,"Legislative District 13",13,ocd-division/country:us/state:wa/sldl:13,1,"Legislative District 13",13,ocd-division/country:us/state:wa/sldu:13,1
34801,"Capital Region ESD 113",21237,"Toledo School District","PO BOX 469",,TOLEDO,Washington,98591-0469,"Brennan Foster Bailey",(360)864-2325,bbailey@toledoschools.us,46.456038,-122.79498,0.5,place,469,"PO Box",,,Toledo,WA,"Lewis County",98591,US,"TIGER/Line® dataset from the US Census Bureau",WA3,118th,"Legislative District 19",19,ocd-division/country:us/state:wa/sldl:19,0.039,"Legislative District 19",19,ocd-division/country:us/state:wa/sldu:19,0.039
04801,"North Central Educational Service District 171",24404,"Tonasket School District","35 DO HIGHWAY 20 EAST",,TONASKET,Washington,98855-9601,"Kevin  Young",(509)486-2126,kevin.young@tonasket.wednet.edu,48.699937,-119.433262,1,rooftop,35,"Hwy 20 E",,,Tonasket,WA,"Okanogan County",98855,US,Okanogan,WA4,118th,"Legislative District 7",7,ocd-division/country:us/state:wa/sldl:7,1,"Legislative District 7",7,ocd-division/country:us/state:wa/sldu:7,1
39801,"Educational Service District 105",39202,"Toppenish School District","306 BOLIN DR",,TOPPENISH,Washington,98948-1644,"John  Schieche",(509)865-4455,jschieche@toppenish.wednet.edu,46.3735,-120.315279,1,rooftop,306,"Bolin Dr",,,Toppenish,WA,"Yakima County",98948,US,Yakima,WA4,118th,"Legislative District 14",14,ocd-division/country:us/state:wa/sldl:14,1,"Legislative District 14",14,ocd-division/country:us/state:wa/sldu:14,1
11801,"Educational Service District 123",36300,"Touchet School District","P.O. Box 135",,TOUCHET,Washington,99360-9533,"Robert  Elizondo",(509)394-2352,relizondo@touchet.k12.wa.us,46.04109,-118.67232,0.5,place,135,"PO Box",,,Touchet,WA,"Walla Walla County",99360,US,"TIGER/Line® dataset from the US Census Bureau",WA5,118th,"Legislative District 16",16,ocd-division/country:us/state:wa/sldl:16,1,"Legislative District 16",16,ocd-division/country:us/state:wa/sldu:16,1
06801,"Educational Service District 112",08130,"Toutle Lake School District","5050 SPIRIT LAKE HWY",,TOUTLE,Washington,98649-9701,"Scott  Fenter",(360)274-6182,sfenter@toutlesd.org,46.323603,-122.740448,1,rooftop,5050,"Spirit Lake Hwy",,,Toutle,WA,"Cowlitz County",98649,US,Cowlitz,WA3,118th,"Legislative District 20",20,ocd-division/country:us/state:wa/sldl:20,1,"Legislative District 20",20,ocd-division/country:us/state:wa/sldu:20,1
06801,"Educational Service District 112",20400,"Trout Lake School District","PO Box 488",,"TROUT LAKE",Washington,98650-9735,"Jerry  Lewis",(509)395-2571,j.lewis@tlschool.net,45.958949,-121.53564,0.5,place,488,"PO Box",,,"Trout Lake",WA,"Klickitat County",98650,US,"TIGER/Line® dataset from the US Census Bureau",WA4,118th,"Legislative District 14",14,ocd-division/country:us/state:wa/sldl:14,1,"Legislative District 14",14,ocd-division/country:us/state:wa/sldu:14,1
17801,"Puget Sound Educational Service District 121",17406,"Tukwila School District","4640 S 144TH ST",,TUKWILA,Washington,98168-4134,"Lester  Herndon",(206)901-8000,herndonf@tukwila.wednet.edu,47.474351,-122.274047,1,rooftop,4640,"S 144th St",,,Tukwila,WA,"King County",98168,US,"City of Seattle",WA9,118th,"Legislative District 11",11,ocd-division/country:us/state:wa/sldl:11,1,"Legislative District 11",11,ocd-division/country:us/state:wa/sldu:11,1
34801,"Capital Region ESD 113",34033,"Tumwater School District","621 LINWOOD AVE SW",,TUMWATER,Washington,98512-8499,"Kevin  Bogatin",(360)709-7000,kevin.bogatin@tumwater.k12.wa.us,47.006826,-122.912203,1,rooftop,621,"Linwood Ave SW",,,Tumwater,WA,"Thurston County",98512,US,Thurston,WA10,118th,"Legislative District 22",22,ocd-division/country:us/state:wa/sldl:22,1,"Legislative District 22",22,ocd-division/country:us/state:wa/sldu:22,1
39801,"Educational Service District 105",39002,"Union Gap School District","3201 4th Street",,"UNION GAP",Washington,98903-1894,"Lisa  Gredvig",(509)248-3966,lgredvig@uniongap.org,46.55682,-120.479369,1,rooftop,3201,"4th St",,,"Union Gap",WA,"Yakima County",98903,US,Yakima,WA4,118th,"Legislative District 15",15,ocd-division/country:us/state:wa/sldl:15,1,"Legislative District 15",15,ocd-division/country:us/state:wa/sldu:15,1
17801,"Puget Sound Educational Service District 121",27083,"University Place School District","3717 GRANDVIEW DR W",,"UNIVERSITY PLACE",Washington,98466-2138,"Jeff  Chamberlin",(253)566-5600,jchamberlin@upsd83.org,47.223928,-122.551662,1,rooftop,3717,"Grandview Dr W",,,"University Place",WA,"Pierce County",98466,US,Pierce,WA10,118th,"Legislative District 28",28,ocd-division/country:us/state:wa/sldl:28,1,"Legislative District 28",28,ocd-division/country:us/state:wa/sldu:28,1
32801,"Educational Service District 101",33070,"Valley School District","3030 Huffman Road",,Valley,Washington,99181,"Mandi  Rehn",(509)937-2770,mandi.rehn@valleysd.org,48.170517,-117.721118,1,rooftop,3030,"Huffman Rd",,,Valley,WA,"Stevens County",99181,US,Stevens,WA5,118th,"Legislative District 7",7,ocd-division/country:us/state:wa/sldl:7,1,"Legislative District 7",7,ocd-division/country:us/state:wa/sldu:7,1
06801,"Educational Service District 112",06037,"Vancouver School District","PO BOX 8937",,VANCOUVER,Washington,98661-5683,"Jeff  Snell",(360)313-1200,Jeff.Snell@vansd.org,45.640067,-122.625018,0.5,place,8937,"PO Box",,,Vancouver,WA,"Clark County",98661,US,"TIGER/Line® dataset from the US Census Bureau",WA3,118th,"Legislative District 49",49,ocd-division/country:us/state:wa/sldl:49,1,"Legislative District 49",49,ocd-division/country:us/state:wa/sldu:49,1
17801,"Puget Sound Educational Service District 121",17402,"Vashon Island School District","P O Box 547",,VASHON,Washington,98070-0547,"Slade  McSheehy",(206)463-8535,smcsheehy@vashonsd.org,47.41219,-122.47255,1,place,,,,,Vashon,WA,"King County",98070,US,"TIGER/Line® dataset from the US Census Bureau",WA7,118th,"Legislative District 34",34,ocd-division/country:us/state:wa/sldl:34,1,"Legislative District 34",34,ocd-division/country:us/state:wa/sldu:34,1
OSPI,"Office of Superintendent of Public Instruction",34901,"WA HE LUT Indian School Agency","11110 Conine Ave SE",,Olympia,Washington,98513,"Harvey  Whitford",(253)691-5018,harvey.whitford@bie.edu,47.067673,-122.703074,1,rooftop,11110,"Conine Ave SE",,,Olympia,WA,"Thurston County",98513,US,Thurston,WA10,118th,"Legislative District 2",2,ocd-division/country:us/state:wa/sldl:2,1,"Legislative District 2",2,ocd-division/country:us/state:wa/sldu:2,1
06801,"Educational Service District 112",35200,"Wahkiakum School District","PO BOX 398",,CATHLAMET,Washington,98612-0398,"Brent  Freeman",(360)795-3971,bfreeman@wahksd.k12.wa.us,46.214628,-123.334899,0.5,place,398,"PO Box",,,Cathlamet,WA,"Wahkiakum County",98612,US,"TIGER/Line® dataset from the US Census Bureau",WA3,118th,,,,,,,,
39801,"Educational Service District 105",13073,"Wahluke School District","PO BOX 907",,MATTAWA,Washington,99349-0952,"Andrew   Harlow",(509)932-4565,anharlow@wahluke.net,46.730957,-119.778257,0.5,place,907,"PO Box",,,Mattawa,WA,"Grant County",99349,US,"TIGER/Line® dataset from the US Census Bureau",WA4,118th,"Legislative District 15",15,ocd-division/country:us/state:wa/sldl:15,0.933,"Legislative District 15",15,ocd-division/country:us/state:wa/sldu:15,0.933
11801,"Educational Service District 123",36401,"Waitsburg School District","PO BOX 217",,WAITSBURG,Washington,99361-0217,"  ",,,46.27042,-118.15329,0.5,place,217,"PO Box",,,Waitsburg,WA,"Walla Walla County",99361,US,"TIGER/Line® dataset from the US Census Bureau",WA5,118th,"Legislative District 16",16,ocd-division/country:us/state:wa/sldl:16,0.677,"Legislative District 16",16,ocd-division/country:us/state:wa/sldu:16,0.677
11801,"Educational Service District 123",36140,"Walla Walla Public Schools","364 S PARK ST",,"WALLA WALLA",Washington,99362-3249,"WADE  SMITH",(509)526-6715,wsmith@wwps.org,46.065019,-118.329726,1,rooftop,364,"S Park St",,,"Walla Walla",WA,"Walla Walla County",99362,US,"Walla Walla",WA5,118th,"Legislative District 16",16,ocd-division/country:us/state:wa/sldl:16,1,"Legislative District 16",16,ocd-division/country:us/state:wa/sldu:16,1
39801,"Educational Service District 105",39207,"Wapato School District","212 W 3RD ST","P O BOX 38",WAPATO,Washington,98951-1308,"EZEQUIEL (Kelly)  Garza",(509)877-4181,kellyg@wapatosd.org,46.446264,-120.421879,1,rooftop,212,"W 3rd St",,,Wapato,WA,"Yakima County",98951,US,Yakima,WA4,118th,"Legislative District 14",14,ocd-division/country:us/state:wa/sldl:14,1,"Legislative District 14",14,ocd-division/country:us/state:wa/sldu:14,1
04801,"North Central Educational Service District 171",13146,"Warden School District","101 W BECK WAY",,WARDEN,Washington,98857-9401,"Scott  West",(509)349-2366,swest@warden.wednet.edu,46.960654,-119.042205,1,rooftop,101,"Beck Way W",,,Warden,WA,"Grant County",98857,US,Grant,WA4,118th,"Legislative District 13",13,ocd-division/country:us/state:wa/sldl:13,1,"Legislative District 13",13,ocd-division/country:us/state:wa/sldu:13,1
06801,"Educational Service District 112",06112,"Washougal School District","4855 Evergreen Way",,WASHOUGAL,Washington,98671-9176,"Mary  Templeton",(360)954-3005,mary.templeton@washougalsd.org,45.576018,-122.318017,1,rooftop,4855,"Evergreen Way",,,Washougal,WA,"Clark County",98671,US,Clark,WA3,118th,"Legislative District 17",17,ocd-division/country:us/state:wa/sldl:17,1,"Legislative District 17",17,ocd-division/country:us/state:wa/sldu:17,1
32801,"Educational Service District 101",01109,"Washtucna School District","730 East Booth Avenue",,WASHTUCNA,Washington,99371-0688,"Rob  Clark",(509)646-3237,rclark@tucna.wednet.edu,46.752615,-118.310248,1,rooftop,730,"E Booth Ave",,,Washtucna,WA,"Adams County",99371,US,"Statewide WA",WA5,118th,"Legislative District 9",9,ocd-division/country:us/state:wa/sldl:9,1,"Legislative District 9",9,ocd-division/country:us/state:wa/sldu:9,1
04801,"North Central Educational Service District 171",09209,"Waterville School District","PO BOX 490",,WATERVILLE,Washington,98858-0490,"Penny  Brown",(509)888-5591,pebrown@waterville.wednet.edu,47.701979,-119.86123,0.5,place,490,"PO Box",,,Waterville,WA,"Douglas County",98858,US,"TIGER/Line® dataset from the US Census Bureau",WA4,118th,"Legislative District 7",7,ocd-division/country:us/state:wa/sldl:7,1,"Legislative District 7",7,ocd-division/country:us/state:wa/sldu:7,1
